gene,p_value,high_median_survival,low_median_survival
FAM160B1,0.5426575352915848,72.0,72.0
LOC100131193,0.5431991092512636,72.0,72.0
UBXN7,0.5431991092512636,72.0,72.0
ENAH,0.5431991092512636,72.0,72.0
PPARA,0.5431991092512636,72.0,72.0
TEAD1,0.5431991092512636,72.0,72.0
CSPG5,0.5431991092512636,72.0,72.0
TBC1D9,0.5431991092512636,72.0,72.0
PHACTR2,0.5431991092512636,72.0,72.0
TRPC2,0.5443058923271067,72.0,72.0
FLJ20021,0.5443058923271067,72.0,72.0
APOM,0.5451181156785763,72.0,72.0
SRR,0.5451221349972613,72.0,72.0
C7orf49,0.5451221349972613,72.0,72.0
KIAA0247,0.5451221349972613,72.0,72.0
ALDH6A1,0.5451221349972613,72.0,72.0
PARP9,0.5451221349972613,72.0,72.0
ZNF828,0.5451221349972613,72.0,72.0
TLR2,0.5451221349972613,72.0,72.0
ARG2,0.5451221349972613,72.0,72.0
CYP1B1,0.5451221349972613,72.0,72.0
AACS,0.5452202340062071,72.0,72.0
PPFIA3,0.5452202340062071,72.0,72.0
GP1BA,0.5452202340062071,72.0,72.0
UPK3BL,0.5452552355399456,72.0,72.0
HS6ST2,0.5452552355399456,72.0,72.0
KLHL22,0.5452552355399456,72.0,72.0
IL27RA,0.5452552355399456,72.0,72.0
GPR97,0.5452552355399456,72.0,72.0
SULT1C2,0.5452552355399456,72.0,72.0
TRIM61,0.5452552355399456,72.0,72.0
SLC2A11,0.5452552355399456,72.0,72.0
C10orf58,0.545529879626991,72.0,72.0
MRPL46,0.545529879626991,72.0,72.0
HPS6,0.545529879626991,72.0,72.0
TTF1,0.5457357684172592,72.0,72.0
SIKE1,0.5457949165675344,72.0,72.0
EPHX4,0.5459430028013086,72.0,72.0
ELOVL7,0.5465258263467072,72.0,72.0
KLHL26,0.5471585344236916,72.0,72.0
PODXL2,0.5471585344236916,72.0,72.0
RBM15B,0.5471585344236916,72.0,72.0
FAM92B,0.5471585344236916,72.0,72.0
PTPN21,0.5471585344236916,72.0,72.0
INPPL1,0.5471585344236916,72.0,72.0
CPAMD8,0.5471585344236916,72.0,72.0
CARD9,0.5471585344236916,72.0,72.0
BAHCC1,0.5471585344236916,72.0,72.0
CCDC149,0.5471585344236916,72.0,72.0
CRMP1,0.5471585344236916,72.0,72.0
ITFG3,0.5471962467729097,72.0,72.0
DNAH2,0.5476444713612564,72.0,72.0
FAM175B,0.5476444713612564,72.0,72.0
METTL10,0.5476444713612564,72.0,72.0
MFSD8,0.5476444713612564,72.0,72.0
RHOD,0.5476444713612564,72.0,72.0
LOC100499177,0.5476444713612564,72.0,72.0
DMRTA1,0.5477932886439631,72.0,72.0
RUNDC2A,0.5479311196629302,72.0,72.0
TEX9,0.5479311196629302,72.0,72.0
LRRC8C,0.5479311196629302,72.0,72.0
PCF11,0.5479311196629302,72.0,72.0
TMCC1,0.5479311196629302,72.0,72.0
SCML4,0.5479311196629302,72.0,72.0
PAK1,0.5479311196629302,72.0,72.0
CYYR1,0.5479311196629302,72.0,72.0
FAM63A,0.5479311196629302,72.0,72.0
AQP4,0.5479311196629302,72.0,72.0
TMEM38A,0.5479311196629302,72.0,72.0
THUMPD1,0.5479311196629302,72.0,72.0
TBXAS1,0.5479311196629302,72.0,72.0
FAM65B,0.5479311196629302,72.0,72.0
MESP1,0.5479311196629302,72.0,72.0
FNDC5,0.5479311196629302,72.0,72.0
ENPP2,0.5479311196629302,72.0,72.0
C1RL,0.5479311196629302,72.0,72.0
ZNF613,0.5479311196629302,72.0,72.0
PLDN,0.5479311196629302,72.0,72.0
MGC3771,0.5479311196629302,72.0,72.0
BCAT1,0.5479311196629302,72.0,72.0
ARPM1,0.5479311196629302,72.0,72.0
SMAP2,0.5479311196629302,72.0,72.0
RAB4A,0.5479311196629302,72.0,72.0
CD33,0.5479311196629302,72.0,72.0
CHTF8,0.5479311196629302,72.0,72.0
DAB2,0.5479311196629302,72.0,72.0
UBE2D4,0.5479311196629302,72.0,72.0
UBE2D3,0.5479311196629302,72.0,72.0
EVI2B,0.5479311196629302,72.0,72.0
ZACN,0.5479311196629302,72.0,72.0
ATP6V0D1,0.5479311196629302,72.0,72.0
ARHGAP31,0.5479311196629302,72.0,72.0
FNDC3A,0.5479311196629302,72.0,72.0
DBNL,0.5479311196629302,72.0,72.0
SNAI3,0.5479311196629302,72.0,72.0
ABCA1,0.5479311196629302,72.0,72.0
PSAP,0.5479311196629302,72.0,72.0
FCGR2B,0.5479311196629302,72.0,72.0
NCBP2,0.5479311196629302,72.0,72.0
PTPN22,0.5479311196629302,72.0,72.0
SRP9,0.5479311196629302,72.0,72.0
DOCK10,0.5479311196629302,72.0,72.0
LRRK2,0.5479311196629302,72.0,72.0
EIF2S3,0.5479311196629302,72.0,72.0
ATP13A4,0.5479311196629302,72.0,72.0
MSL2,0.5479311196629302,72.0,72.0
RFWD2,0.5479311196629302,72.0,72.0
AIDA,0.5479311196629302,72.0,72.0
C1orf122,0.5479311196629302,72.0,72.0
AP1M2,0.5479311196629302,72.0,72.0
ALPK1,0.5479311196629302,72.0,72.0
NUBP2,0.5479311196629302,72.0,72.0
KLHDC9,0.5479311196629302,72.0,72.0
PTGS1,0.5479311196629302,72.0,72.0
ABHD13,0.5479311196629302,72.0,72.0
FBXO36,0.5479311196629302,72.0,72.0
GTF2A2,0.5479311196629302,72.0,72.0
SECISBP2L,0.5479311196629302,72.0,72.0
TNKS1BP1,0.5479311196629302,72.0,72.0
POLA1,0.5479311196629302,72.0,72.0
CDKN2A,0.5479311196629302,72.0,72.0
SLC38A2,0.5479311196629302,72.0,72.0
ARHGEF19,0.5479311196629302,72.0,72.0
SGPP2,0.5479311196629302,72.0,72.0
OSBPL6,0.5479311196629302,72.0,72.0
SNX2,0.5479311196629302,72.0,72.0
B3GALT4,0.5479359746606438,72.0,72.0
ILVBL,0.5479359746606438,72.0,72.0
AASDH,0.5481298735305706,72.0,72.0
C10orf28,0.5482918459346304,72.0,72.0
SLC16A6,0.5482918459346304,72.0,72.0
APCDD1,0.5484742707754686,72.0,72.0
NHSL1,0.5484742707754686,72.0,72.0
ENO3,0.5484742707754686,72.0,72.0
WASH2P,0.5484742707754686,72.0,72.0
RALB,0.5484742707754686,72.0,72.0
COL28A1,0.5484742707754686,72.0,72.0
C8orf83,0.5484742707754686,72.0,72.0
AADAC,0.5484742707754686,72.0,72.0
ARC,0.5484742707754686,72.0,72.0
LOC220930,0.5484817046513901,72.0,72.0
DCBLD2,0.5497550014657047,72.0,72.0
TRAF6,0.5497550014657047,72.0,72.0
TBP,0.5497550014657047,72.0,72.0
BCKDHB,0.5497550014657047,72.0,72.0
RNF214,0.5503259537036793,72.0,72.0
BDP1,0.5503259537036793,72.0,72.0
C6orf162,0.5503259537036793,72.0,72.0
DDHD2,0.5503259537036793,72.0,72.0
SATB1,0.5504388122529502,72.0,72.0
NPRL3,0.5504388122529502,72.0,72.0
C6orf108,0.5504447818766123,72.0,72.0
INF2,0.5504447818766123,72.0,72.0
SH3GL1,0.5504593328061642,72.0,72.0
CAPG,0.5504593328061642,72.0,72.0
IDH3B,0.5504593328061642,72.0,72.0
ATP5O,0.5504593328061642,72.0,72.0
CDC37,0.5504593328061642,72.0,72.0
KNDC1,0.550885048403251,72.0,72.0
CDH2,0.5510680168488533,72.0,72.0
LRRC3,0.5510680168488533,72.0,72.0
FAM70B,0.5510680168488533,72.0,72.0
SLC25A1,0.5510680168488533,72.0,72.0
HES4,0.5510680168488533,72.0,72.0
ODF3L1,0.5511065279387662,72.0,72.0
MEX3C,0.5518291401962132,72.0,72.0
PCDH7,0.5518291401962132,72.0,72.0
MALT1,0.5518291401962132,72.0,72.0
ZFP91-CNTF,0.5518291401962132,72.0,72.0
C8orf39,0.5518291401962132,72.0,72.0
LOC642852,0.5518291401962132,72.0,72.0
NOC3L,0.5537608271654528,72.0,72.0
CYorf15A,0.5537608271654528,72.0,72.0
LOC100190939,0.5537964922430952,72.0,72.0
BTF3L4,0.554537171547877,72.0,72.0
RPL9,0.554537171547877,72.0,72.0
SLC10A7,0.554537171547877,72.0,72.0
YIPF2,0.554537171547877,72.0,72.0
GART,0.554537171547877,72.0,72.0
LRPPRC,0.554537171547877,72.0,72.0
EIF5,0.554537171547877,72.0,72.0
CIRH1A,0.554537171547877,72.0,72.0
KCNQ3,0.554537171547877,72.0,72.0
PDP2,0.554537171547877,72.0,72.0
ZNF675,0.554537171547877,72.0,72.0
GYS1,0.554537171547877,72.0,72.0
ZNF543,0.554537171547877,72.0,72.0
CHD8,0.554537171547877,72.0,72.0
HSPA14,0.5545869074719844,72.0,72.0
C19orf23,0.5551546700660333,72.0,72.0
S100A3,0.5565824541425228,72.0,72.0
PLEKHA8P1,0.5565824541425228,72.0,72.0
SCARNA7,0.5565824541425228,72.0,72.0
ISM1,0.5566479794473553,72.0,72.0
PCLO,0.5566479794473553,72.0,72.0
ZNF350,0.5566479794473553,72.0,72.0
HP1BP3,0.5566479794473553,72.0,72.0
MLLT11,0.5566479794473553,72.0,72.0
ZNF333,0.5566479794473553,72.0,72.0
KAL1,0.5566479794473553,72.0,72.0
ERGIC1,0.5566479794473553,72.0,72.0
SEMA3G,0.5566479794473553,72.0,72.0
PLEKHG1,0.5566479794473553,72.0,72.0
MEX3B,0.5566479794473553,72.0,72.0
BACH2,0.5566479794473553,72.0,72.0
MAP7D3,0.5566479794473553,72.0,72.0
RBFOX2,0.5566479794473553,72.0,72.0
GOLIM4,0.5566479794473553,72.0,72.0
PGR,0.5566479794473553,72.0,72.0
C1orf133,0.5566479794473553,72.0,72.0
ZDHHC15,0.5566479794473553,72.0,72.0
PDIA3P,0.5566479794473553,72.0,72.0
ABCA8,0.5566479794473553,72.0,72.0
FAM133B,0.5566479794473553,72.0,72.0
COMP,0.5566479794473553,72.0,72.0
SGMS2,0.5566479794473553,72.0,72.0
GCAT,0.5570788101708328,72.0,72.0
RPL23AP82,0.5571607202633502,72.0,72.0
GIT2,0.5571607202633502,72.0,72.0
FRMD4A,0.5571607202633502,72.0,72.0
RAP2B,0.5571607202633502,72.0,72.0
EID1,0.5571607202633502,72.0,72.0
ZNF37BP,0.5571607202633502,72.0,72.0
MOSC2,0.5571607202633502,72.0,72.0
TMEM14B,0.5571607202633502,72.0,72.0
IL18BP,0.5571607202633502,72.0,72.0
TNFSF12-TNFSF13,0.5571607202633502,72.0,72.0
TSPAN17,0.5571607202633502,72.0,72.0
CD5,0.5571607202633502,72.0,72.0
TMEM37,0.5571607202633502,72.0,72.0
LOC285972,0.5571607202633502,72.0,72.0
SLAMF7,0.5571607202633502,72.0,72.0
MED24,0.5571607202633502,72.0,72.0
CD8A,0.5571607202633502,72.0,72.0
STAT5B,0.5571607202633502,72.0,72.0
CHMP1A,0.5571607202633502,72.0,72.0
GIMAP7,0.5571607202633502,72.0,72.0
HMGXB3,0.5571607202633502,72.0,72.0
LOC400657,0.5571607202633502,72.0,72.0
SLC35C2,0.5571607202633502,72.0,72.0
PHC3,0.5571607202633502,72.0,72.0
PPP1R16B,0.5571607202633502,72.0,72.0
SIGLECP3,0.5571607202633502,72.0,72.0
CD4,0.5571607202633502,72.0,72.0
LY86,0.5571607202633502,72.0,72.0
NOB1,0.5571607202633502,72.0,72.0
MRPL38,0.5571607202633502,72.0,72.0
GIMAP4,0.5571607202633502,72.0,72.0
TPSAB1,0.5571607202633502,72.0,72.0
ISCA2,0.5571607202633502,72.0,72.0
AP4S1,0.5571607202633502,72.0,72.0
LRRN4,0.5571607202633502,84.0,72.0
HLA-DRB6,0.5572848306528415,72.0,72.0
SLA,0.5573995022817843,72.0,72.0
RASSF5,0.5573995022817843,72.0,72.0
ZNF323,0.5573995022817843,72.0,72.0
DCAF6,0.5573995022817843,72.0,72.0
EVL,0.5573995022817843,72.0,72.0
CXCR1,0.5573995022817843,72.0,72.0
SEMA4D,0.5573995022817843,72.0,72.0
SERP1,0.5573995022817843,72.0,72.0
TERF2,0.5577810784105567,72.0,72.0
S100A16,0.5577889635169561,72.0,72.0
TIMD4,0.5577889635169561,72.0,72.0
RIBC2,0.5579014338471087,72.0,72.0
TOX,0.5579014338471087,72.0,72.0
ALS2,0.559135245327721,72.0,72.0
TSPAN32,0.559135245327721,72.0,72.0
LOC90834,0.559135245327721,72.0,72.0
PIGZ,0.5592019364208038,72.0,72.0
NCRNA00246,0.559268461536826,72.0,72.0
C11orf70,0.559268461536826,72.0,72.0
STXBP3,0.559268461536826,72.0,72.0
NCRNA00246B,0.559268461536826,72.0,72.0
TSPYL4,0.559268461536826,72.0,72.0
AGFG1,0.559268461536826,72.0,72.0
YAP1,0.559268461536826,72.0,72.0
ZNF836,0.559268461536826,72.0,72.0
RPS6KA6,0.559268461536826,72.0,72.0
ZNF625-ZNF20,0.559268461536826,72.0,72.0
TADA1,0.559268461536826,72.0,72.0
EIF2C1,0.559268461536826,72.0,72.0
LOC100506710,0.5598647468357265,72.0,72.0
NUDT12,0.5598647468357265,72.0,72.0
FAM86A,0.5598647468357265,72.0,72.0
SGK494,0.5598647468357265,72.0,72.0
FMNL2,0.5598647468357265,72.0,72.0
HIGD1A,0.5598647468357265,72.0,72.0
FPGS,0.5598647468357265,72.0,72.0
FAM135A,0.5598647468357265,72.0,72.0
ARRDC3,0.5598647468357265,72.0,72.0
UBE2W,0.5598647468357265,72.0,72.0
LAD1,0.5598647468357265,72.0,72.0
ARID2,0.5598647468357265,72.0,72.0
AIMP1,0.5598647468357265,72.0,72.0
CSTF2T,0.5598647468357265,72.0,72.0
CSTF3,0.5598647468357265,72.0,72.0
CNOT6L,0.5598647468357265,72.0,72.0
ZNF672,0.5599326769930846,72.0,72.0
H6PD,0.5599326769930846,72.0,72.0
CHRAC1,0.5599326769930846,72.0,72.0
LSR,0.5599751606690111,72.0,72.0
HSP90AB1,0.5599751606690111,72.0,72.0
MSX1,0.5599751606690111,72.0,72.0
CEBPG,0.5599751606690111,72.0,72.0
HMGCR,0.5599751606690111,72.0,72.0
MTG1,0.5599751606690111,72.0,72.0
GPX2,0.5599751606690111,72.0,72.0
MRPS18A,0.5599751606690111,72.0,72.0
PCOLCE2,0.5599751606690111,72.0,72.0
CCDC107,0.5599751606690111,72.0,72.0
TRIM28,0.5599751606690111,72.0,72.0
WNT5B,0.5603398050522993,72.0,72.0
RSRC2,0.5603398050522993,72.0,72.0
RARB,0.5603398050522993,72.0,72.0
ZNF653,0.5603398050522993,72.0,72.0
SYF2,0.5603398050522993,72.0,72.0
FLJ10661,0.5605654609581956,72.0,72.0
GALNT6,0.5605654609581956,72.0,72.0
HTRA2,0.5605654609581956,72.0,72.0
SUV420H2,0.5605654609581956,72.0,72.0
TRAPPC8,0.561276310182677,72.0,72.0
TTC12,0.5624039628776787,72.0,72.0
RNF126,0.5625151861150521,72.0,72.0
TTC7A,0.5625151861150521,72.0,72.0
RPL18,0.5625151861150521,72.0,72.0
MTFP1,0.5625151861150521,72.0,72.0
CEP290,0.5631856210994735,72.0,72.0
RDH11,0.5631856210994735,72.0,72.0
DMXL2,0.5631856210994735,72.0,72.0
HIF1A,0.5631856210994735,72.0,72.0
PPIC,0.5637026344954572,72.0,72.0
DCUN1D1,0.5637026344954572,72.0,72.0
KLHL5,0.5637026344954572,72.0,72.0
CDC27,0.5640069207886172,72.0,72.0
DDX52,0.5640069207886172,72.0,72.0
RBL1,0.5640069207886172,72.0,72.0
LPAR3,0.5652773053952855,72.0,72.0
RNF25,0.5652773053952855,72.0,72.0
SRD5A3,0.5658390405357361,72.0,72.0
DBNDD1,0.5658390405357361,72.0,72.0
WDR55,0.5659332249309189,72.0,72.0
PABPC1L,0.5659332249309189,72.0,72.0
C12orf26,0.5659332249309189,72.0,72.0
LOC285441,0.5659332249309189,72.0,72.0
FLJ37453,0.5659332249309189,72.0,72.0
HRC,0.5659332249309189,72.0,72.0
BCAS4,0.5659332249309189,72.0,72.0
CPNE2,0.5659332249309189,72.0,72.0
REPIN1,0.5659332249309189,72.0,72.0
ZNF682,0.5659332249309189,72.0,72.0
C2orf54,0.5659332249309189,72.0,72.0
PHACTR4,0.5659332249309189,72.0,72.0
PRPF31,0.5659332249309189,72.0,72.0
C17orf87,0.5661464497214084,72.0,72.0
CEMP1,0.5661464497214084,72.0,72.0
PANX2,0.5661904002699628,72.0,72.0
CWF19L1,0.5661921324619186,72.0,72.0
FBXL18,0.5664385892867426,72.0,72.0
ZNF324,0.5665737523705872,72.0,72.0
RMND1,0.5666170067048673,72.0,72.0
CTSW,0.5667290398510887,72.0,72.0
LCLAT1,0.5667290398510887,72.0,72.0
ARHGDIB,0.5667290398510887,72.0,72.0
CD300E,0.5667290398510887,72.0,72.0
CD274,0.5667290398510887,72.0,72.0
EIF4EBP2,0.5667290398510887,72.0,72.0
MZT2B,0.5667290398510887,72.0,72.0
ALKBH2,0.5667290398510887,72.0,72.0
URM1,0.5667290398510887,72.0,72.0
C19orf53,0.5667290398510887,72.0,72.0
FAIM3,0.5667290398510887,72.0,72.0
ASB6,0.5667290398510887,72.0,72.0
SLAMF1,0.5667290398510887,72.0,72.0
IREB2,0.5667290398510887,72.0,72.0
LOC100131801,0.5667290398510887,72.0,72.0
MYH3,0.567209066316269,72.0,72.0
PDE6A,0.567209066316269,72.0,72.0
DAG1,0.5678506367599192,72.0,72.0
NCRNA00265,0.5680070565389752,72.0,72.0
RWDD4,0.5687457928666549,72.0,72.0
PPME1,0.5687457928666549,72.0,72.0
RPRD1A,0.5687457928666549,72.0,72.0
ZNF611,0.5687457928666549,72.0,72.0
PAFAH1B1,0.5687457928666549,72.0,72.0
DIMT1L,0.5687457928666549,72.0,72.0
ID1,0.5687457928666549,72.0,72.0
ENPP5,0.5687457928666549,72.0,72.0
MGC57346,0.5687457928666549,72.0,72.0
IKBKAP,0.5687457928666549,72.0,72.0
CAND1,0.5687457928666549,72.0,72.0
SS18L1,0.5687457928666549,72.0,72.0
DNAJC18,0.5687457928666549,72.0,72.0
KIAA1826,0.5687457928666549,72.0,72.0
SSFA2,0.5687457928666549,72.0,72.0
RG9MTD2,0.5687457928666549,72.0,72.0
NCOA1,0.5687457928666549,72.0,72.0
KIAA1841,0.5687457928666549,72.0,72.0
ZNF43,0.5687457928666549,72.0,72.0
GTF3C1,0.5687457928666549,72.0,72.0
SLCO2A1,0.5687457928666549,72.0,72.0
KRT5,0.5687457928666549,72.0,72.0
KIAA1109,0.5687457928666549,72.0,72.0
RBM11,0.5687457928666549,72.0,72.0
ABCB7,0.5687457928666549,72.0,72.0
ZBTB49,0.5687457928666549,72.0,72.0
LOC100128288,0.5687457928666549,72.0,72.0
FBXW11,0.5687457928666549,72.0,72.0
FAM127A,0.5687457928666549,72.0,72.0
PCDHGA7,0.5687457928666549,72.0,72.0
AKTIP,0.5687457928666549,72.0,72.0
KIRREL,0.5687457928666549,72.0,72.0
ZNF362,0.5687457928666549,72.0,72.0
TULP3,0.5687457928666549,72.0,72.0
GRK4,0.5687457928666549,72.0,72.0
ANO8,0.5687457928666549,72.0,72.0
VCL,0.5687457928666549,72.0,72.0
PXMP4,0.5687457928666549,72.0,72.0
CTTNBP2NL,0.5687457928666549,72.0,72.0
SPINT1,0.5687457928666549,72.0,72.0
CTNNB1,0.5687457928666549,72.0,72.0
AADAT,0.5687457928666549,72.0,72.0
MYBPHL,0.5687457928666549,72.0,72.0
ZFYVE9,0.5687457928666549,72.0,72.0
VDAC1,0.5687858968743897,72.0,72.0
HSPA1L,0.5687896170302565,72.0,72.0
GTF2B,0.5688346853802466,72.0,72.0
KCNIP2,0.5690879738722601,72.0,72.0
HLA-G,0.5690879738722601,72.0,72.0
HSF1,0.5692994453050957,72.0,72.0
HS3ST3A1,0.5692994453050957,72.0,72.0
DEF6,0.5692994453050957,72.0,72.0
ARFRP1,0.5692994453050957,72.0,72.0
TNFAIP3,0.5692994453050957,72.0,72.0
CCDC53,0.5692994453050957,72.0,72.0
DZIP1,0.569455360846057,72.0,72.0
PAK6,0.569455360846057,72.0,72.0
BIN2,0.569455360846057,72.0,72.0
TIAM1,0.569455360846057,72.0,72.0
SLC4A11,0.569455360846057,72.0,72.0
MLX,0.569455360846057,72.0,72.0
FAM111A,0.569455360846057,72.0,72.0
CYFIP2,0.569455360846057,72.0,72.0
MAP3K8,0.569455360846057,72.0,72.0
C8orf47,0.569455360846057,72.0,72.0
HDHD3,0.569455360846057,72.0,72.0
PRKCQ,0.569455360846057,72.0,72.0
AKAP7,0.569455360846057,72.0,72.0
RWDD1,0.569455360846057,72.0,72.0
C18orf45,0.569455360846057,72.0,72.0
SNX29,0.569455360846057,72.0,72.0
CHST11,0.569455360846057,72.0,72.0
SFTPA2,0.569455360846057,72.0,72.0
NDUFS5,0.569455360846057,72.0,72.0
C6orf106,0.569455360846057,72.0,72.0
APBB1IP,0.569455360846057,72.0,72.0
LRRK1,0.569455360846057,72.0,72.0
CD14,0.569455360846057,72.0,72.0
SIGLEC7,0.569455360846057,72.0,72.0
SP140,0.569455360846057,72.0,72.0
CYBB,0.569455360846057,72.0,72.0
HSPBAP1,0.569455360846057,72.0,72.0
MAN2C1,0.5695436496941547,72.0,72.0
NPIPL3,0.5695436496941547,72.0,72.0
LGALS3,0.5695436496941547,72.0,72.0
DLL4,0.5695436496941547,72.0,72.0
OGFR,0.5699364415070869,72.0,72.0
TSPAN8,0.5699364415070869,72.0,72.0
TBPL1,0.5699364415070869,72.0,72.0
C1orf126,0.5699364415070869,72.0,72.0
FKBP9,0.5699364415070869,72.0,72.0
LOC389906,0.5699364415070869,72.0,72.0
RSF1,0.571395320856627,72.0,72.0
EFNB2,0.571395320856627,72.0,72.0
CAB39,0.571395320856627,72.0,72.0
UBQLN1,0.5720196257404734,72.0,72.0
MRPL4,0.5720318873111572,72.0,72.0
OPA3,0.5720318873111572,72.0,72.0
NUDC,0.5720318873111572,72.0,72.0
PEX14,0.5720318873111572,72.0,72.0
PFKP,0.5721088226804762,72.0,72.0
PLCB4,0.5721088226804762,72.0,72.0
ZNF407,0.5724095975596966,72.0,72.0
IP6K3,0.5725839480242644,72.0,72.0
SAMD14,0.5725839480242644,72.0,72.0
CLDN9,0.5725839480242644,72.0,72.0
SCARF2,0.5725839480242644,72.0,72.0
PEPD,0.5725839480242644,72.0,72.0
MYO7B,0.5727160429340755,72.0,72.0
HOXA2,0.5727160429340755,72.0,72.0
RANBP2,0.5732737904842966,72.0,72.0
LTN1,0.5732737904842966,72.0,72.0
PHTF1,0.5732737904842966,72.0,72.0
ZNF765,0.5732737904842966,72.0,72.0
ZNF45,0.5732737904842966,72.0,72.0
MPP2,0.5749153678785763,72.0,72.0
ME2,0.5752532236014095,72.0,72.0
SFT2D2,0.5752532236014095,72.0,72.0
METTL18,0.5752532236014095,72.0,72.0
SP100,0.5752532236014095,72.0,72.0
ZNF562,0.5752532236014095,72.0,72.0
PTPN2,0.5752532236014095,72.0,72.0
TXK,0.5752532236014095,72.0,72.0
PKHD1L1,0.5754292207256106,72.0,72.0
FAM70A,0.5755742895790618,72.0,72.0
UPP1,0.5755742895790618,72.0,72.0
USP13,0.5755742895790618,72.0,72.0
EXOSC1,0.5758628704155109,72.0,72.0
SFRP5,0.5758788500762182,72.0,72.0
CDC7,0.576031751384197,72.0,72.0
PPP2R3C,0.576031751384197,72.0,72.0
WDR3,0.576031751384197,72.0,72.0
USP33,0.576031751384197,72.0,72.0
ABCD3,0.576031751384197,72.0,72.0
KIAA1143,0.576031751384197,72.0,72.0
ZNF184,0.5765854987107168,72.0,72.0
RIMKLB,0.5765854987107168,72.0,72.0
11-Sep,0.5775345818986795,72.0,72.0
PODN,0.5775345818986795,72.0,72.0
BIRC7,0.5780238051121044,72.0,72.0
C19orf12,0.5780238051121044,72.0,72.0
ANKRD56,0.5780238051121044,72.0,72.0
LOC723809,0.5782615319129649,72.0,72.0
MRPS27,0.5782615319129649,72.0,72.0
SARS,0.5784073164299749,72.0,72.0
LOC729991,0.5784073164299749,72.0,72.0
ARSA,0.5784073164299749,72.0,72.0
KIAA0319L,0.5784073164299749,72.0,72.0
FAM184A,0.5784073164299749,72.0,72.0
CHCHD7,0.5784073164299749,72.0,72.0
ARHGAP24,0.5784073164299749,72.0,72.0
FOXA2,0.5784073164299749,72.0,72.0
AQP1,0.5784073164299749,72.0,72.0
NEK11,0.5784073164299749,72.0,72.0
SLC25A5,0.5784073164299749,72.0,72.0
AKR1C2,0.5784073164299749,72.0,72.0
BRD8,0.5784073164299749,72.0,72.0
STON1,0.5784073164299749,72.0,72.0
MSR1,0.5784073164299749,72.0,72.0
MMRN1,0.5784073164299749,72.0,72.0
MST4,0.5784073164299749,72.0,72.0
COMMD9,0.5784073164299749,72.0,72.0
OTUD7B,0.5784073164299749,72.0,72.0
SPRED2,0.5784073164299749,72.0,72.0
ZBTB7B,0.5784073164299749,72.0,72.0
CHMP7,0.5784073164299749,72.0,72.0
ZNF853,0.5784073164299749,72.0,72.0
KRT10,0.5784073164299749,72.0,72.0
CDC42,0.5784073164299749,72.0,72.0
FLOT2,0.5784073164299749,72.0,72.0
ZFP106,0.5784073164299749,72.0,72.0
ZNF815,0.5784073164299749,72.0,72.0
VWF,0.5784073164299749,72.0,72.0
VGLL3,0.5784073164299749,72.0,72.0
PDHA1,0.5784073164299749,72.0,72.0
DTX2,0.5784073164299749,72.0,72.0
RAC1,0.5784073164299749,72.0,72.0
YPEL4,0.5784073164299749,72.0,72.0
SEZ6L2,0.5784073164299749,72.0,72.0
RIC8A,0.5784073164299749,72.0,72.0
KLF15,0.5784073164299749,72.0,72.0
BSPRY,0.5784073164299749,72.0,72.0
USP19,0.5784073164299749,72.0,72.0
CDH26,0.5784073164299749,72.0,72.0
TRMT2B,0.5784073164299749,72.0,72.0
UBE2Q1,0.5784073164299749,72.0,72.0
UBA7,0.5784073164299749,72.0,72.0
FOXO1,0.5784073164299749,72.0,72.0
RNF207,0.5784073164299749,72.0,72.0
FAM190A,0.5784073164299749,72.0,72.0
PSMD7,0.5784073164299749,72.0,72.0
CAMK2D,0.5784073164299749,72.0,72.0
IL6R,0.5784073164299749,72.0,72.0
DNTTIP2,0.5784073164299749,72.0,72.0
KIAA1908,0.5784073164299749,72.0,72.0
COMMD2,0.5784073164299749,72.0,72.0
USP21,0.5784073164299749,72.0,72.0
SUSD5,0.5784073164299749,72.0,72.0
IGFBP2,0.5784073164299749,72.0,72.0
UPK3B,0.5784073164299749,72.0,72.0
ARSI,0.5784073164299749,72.0,72.0
PNRC2,0.5784073164299749,72.0,72.0
CPS1,0.5784073164299749,72.0,72.0
CLDN18,0.5784073164299749,72.0,72.0
IL15,0.5784073164299749,72.0,72.0
DNAJB13,0.5784073164299749,72.0,72.0
PUM1,0.5784073164299749,72.0,72.0
FAM122A,0.5784073164299749,72.0,72.0
STAM2,0.5784073164299749,72.0,72.0
AGTRAP,0.5784073164299749,72.0,72.0
RTN1,0.5784073164299749,72.0,72.0
SPN,0.5784073164299749,72.0,72.0
RASGRP4,0.5784073164299749,72.0,72.0
FAM86DP,0.5784073164299749,72.0,72.0
NKAP,0.5784073164299749,72.0,72.0
COASY,0.578777607593853,72.0,72.0
MRPL48,0.578777607593853,72.0,72.0
BAG3,0.578777607593853,72.0,72.0
SEPHS1,0.578777607593853,72.0,72.0
HNRNPA1L2,0.578777607593853,72.0,72.0
ADAM8,0.578777607593853,72.0,72.0
CNPY2,0.578777607593853,72.0,72.0
SBNO2,0.578777607593853,72.0,72.0
BSCL2,0.5789657017151174,72.0,72.0
ORM2,0.5790977364149403,72.0,72.0
TAF12,0.5790977364149403,72.0,72.0
SNORA63,0.5794635743000773,72.0,72.0
SCARNA9,0.5802588426280241,72.0,72.0
ARHGEF12,0.5808617273018375,72.0,72.0
PARD3,0.5808617273018375,72.0,72.0
